iter	MultiClass
156	0.1080999178
157	0.1071758265
158	0.1064843957
159	0.1056279327
160	0.1048010238
161	0.1040247717
162	0.102914889
163	0.1021003829
164	0.1011209831
165	0.1006486458
166	0.09987790087
167	0.09885438608
168	0.09790070353
169	0.09718198225
170	0.09644711456
171	0.09564803249
172	0.09472009385
173	0.09390044125
174	0.09302256319
175	0.09211122111
176	0.09127604137
177	0.09072055833
178	0.09017829256
179	0.0895300964
180	0.08898140565
181	0.08832175956
182	0.08766347899
183	0.08683911423
184	0.0862199573
185	0.08538742577
186	0.08487788598
187	0.08420552008
188	0.08361329349
189	0.08295945128
190	0.08232398466
191	0.08172481064
192	0.0811349682
193	0.08074110518
194	0.08016242421
195	0.07934343063
196	0.07887948381
197	0.078495566
198	0.07811849394
199	0.07755149583
200	0.07687060205
201	0.07628623222
202	0.07579072848
203	0.07518403558
204	0.07474665423
205	0.07422900143
206	0.07385645754
207	0.07338119252
208	0.07300188553
209	0.07259505603
210	0.07205830177
211	0.07156012128
212	0.07099529801
213	0.07048462903
214	0.0700663358
215	0.06961242818
216	0.06915007493
217	0.0688431843
218	0.06845692899
219	0.06816452357
220	0.06775586452
221	0.06727300982
222	0.06686491412
223	0.06638439869
224	0.0659763731
225	0.0655984996
226	0.06510897978
227	0.06463641823
228	0.06428290129
229	0.06378578479
230	0.06346896889
231	0.06306927799
232	0.06274219581
233	0.06240778819
234	0.06203974758
235	0.06176752061
236	0.06140748535
237	0.06099718048
238	0.06067380108
239	0.0603228803
240	0.05984951624
241	0.05945619048
242	0.05912485642
243	0.05872925511
244	0.05830024183
245	0.05792998795
246	0.05768702201
247	0.05725841611
248	0.05689977329
249	0.05658517127
250	0.05634267214
251	0.0561292307
252	0.05584439057
253	0.05556191845
254	0.05533929692
255	0.05513324013
256	0.05482638141
257	0.05437755665
258	0.0541230738
259	0.0539056608
260	0.05353281943
261	0.05322938857
262	0.05304325448
263	0.05281329958
264	0.0526357173
265	0.05239379323
266	0.05213313701
267	0.0517856949
268	0.05148603702
269	0.05128647599
270	0.05105794374
271	0.05078399995
272	0.05053791585
273	0.05034685985
274	0.05000184225
275	0.04981623525
276	0.04951731246
277	0.04926160545
278	0.04896613606
279	0.04878316738
280	0.04846377291
281	0.04819378442
282	0.04795605015
283	0.04771489542
284	0.04753486502
285	0.04728056541
286	0.04711760499
287	0.04688786478
288	0.04660296332
289	0.0463237976
290	0.04605739364
291	0.045869345
292	0.04563599261
293	0.0455176331
294	0.04529842103
295	0.04514725878
296	0.04500419104
297	0.0448752653
298	0.04469302521
299	0.04450069281
300	0.04435059754
301	0.04411409213
302	0.04394769492
303	0.04370136733
304	0.04348130853
305	0.04330237737
306	0.0430718921
307	0.04282218809
308	0.04256947316
309	0.0423413895
310	0.04218418703
311	0.04201469219
312	0.04179682402
313	0.04158662486
314	0.04133917335
315	0.04117903844
316	0.04092860464
317	0.0407464556
318	0.04062489827
319	0.04039739455
320	0.04021216411
321	0.04005100199
322	0.03986129047
323	0.03966055609
324	0.03950585519
325	0.03931667326
326	0.0391844033
327	0.03904351643
328	0.03888995629
329	0.03875151397
330	0.03856288101
331	0.03840974227
332	0.03824044698
333	0.03809411456
334	0.03792561507
335	0.03779967801
336	0.03763848512
337	0.03747932041
338	0.03733116295
339	0.03720089517
340	0.03705041416
341	0.03689960788
342	0.0367418285
343	0.03660239191
344	0.03645010945
345	0.03630988354
346	0.03619235978
347	0.03607243138
348	0.03591163505
349	0.03574193957
350	0.03559280356
351	0.03544680526
352	0.03530565469
353	0.03512609398
354	0.03499338339
355	0.03484085453
356	0.03470036684
357	0.0345750889
358	0.0344306927
359	0.03426879834
360	0.03414368457
361	0.03404936733
362	0.03389968508
363	0.03372342738
364	0.03357778622
365	0.03346976436
366	0.03330465321
367	0.03317738119
368	0.03304085545
369	0.03292975721
370	0.03278550066
371	0.03270366031
372	0.03256466955
373	0.03243554281
374	0.03231799616
375	0.03220390494
376	0.03211317921
377	0.03200543394
378	0.03188409979
379	0.03175745155
380	0.03167290068
381	0.03153396398
382	0.03141472028
383	0.03127386161
384	0.03115486656
385	0.03106161156
386	0.03093025923
387	0.03081235277
388	0.03068374117
389	0.03057610864
390	0.03049728525
391	0.03037994725
392	0.03029344951
393	0.0301829318
394	0.03013443235
395	0.02999481342
396	0.02987748356
397	0.02978790697
398	0.02970875996
399	0.0296271469
400	0.02956157694
401	0.02946990741
402	0.02941165802
403	0.0293126934
404	0.02924710469
405	0.02913721111
406	0.02906309662
407	0.02896768022
408	0.02890137999
409	0.02882443311
410	0.02872913356
411	0.02864485387
412	0.02852119754
413	0.0284342338
414	0.02837058315
415	0.02830239256
416	0.02819890738
417	0.02812810048
418	0.02806979595
419	0.02796625054
420	0.02788069247
421	0.02777073571
422	0.02765151372
423	0.0275432423
424	0.02743761171
425	0.02738273926
426	0.02729009905
427	0.02723055347
428	0.02717457165
429	0.02711025979
430	0.02702579056
431	0.02692069846
432	0.0268756181
433	0.02678736188
434	0.02673585579
435	0.02666014294
436	0.02657453724
437	0.02647069523
438	0.02640732758
439	0.02632306142
440	0.02624132867
441	0.02616454394
442	0.0261073285
443	0.02600798691
444	0.02594515119
445	0.02586396915
446	0.02579495157
447	0.02571853088
448	0.0256612679
449	0.025602943
450	0.02552155227
451	0.02544177593
452	0.02538846956
453	0.02532349965
454	0.02524895514
455	0.02518721807
456	0.02511574608
457	0.02505177914
458	0.02498577329
459	0.02492361437
460	0.02482099007
461	0.0247309587
462	0.02466013786
463	0.02459211049
464	0.02451158692
465	0.024457047
466	0.0243796791
467	0.02430785208
468	0.02420431768
469	0.02412492041
470	0.02404139657
471	0.0239823178
472	0.02395348001
473	0.02389016748
474	0.02380833162
475	0.02375360552
476	0.02368628873
477	0.02361096463
478	0.02354535253
479	0.02348383522
480	0.02340812629
481	0.02333286594
482	0.02326803852
483	0.02320551246
484	0.02312570685
485	0.02305699422
486	0.02300097635
487	0.02291989474
488	0.02284131682
489	0.02277963737
490	0.02272399924
491	0.02263669148
492	0.02259457601
493	0.02254140558
494	0.02247991949
495	0.02243061974
496	0.02237840363
497	0.02232954714
498	0.0222883178
499	0.02221236363
500	0.02216028565
501	0.02209205586
502	0.02203438411
503	0.02194803483
504	0.02189229509
505	0.02184438133
506	0.02178421244
507	0.02173104944
508	0.0216690222
509	0.02160743791
510	0.02156452494
511	0.02149254604
512	0.02144697389
513	0.02136638828
514	0.02131708499
515	0.02126146379
516	0.02118919889
517	0.02113624582
518	0.02107704092
519	0.02103675044
520	0.02098322243
521	0.02091779394
522	0.02087180842
523	0.02082501315
524	0.0207695333
525	0.02071769959
526	0.02065668926
527	0.02060686619
528	0.02054520867
529	0.02049349778
530	0.02044618164
531	0.02039711043
532	0.02034246837
533	0.02029309535
534	0.02025351984
535	0.02021951746
536	0.020185008
537	0.02013113567
538	0.02008780234
539	0.02005422759
540	0.01999888532
541	0.01995017671
542	0.01987925156
543	0.01983160407
544	0.01978438099
545	0.0197411059
546	0.01969229894
547	0.01965867342
548	0.01961747567
549	0.01957908421
550	0.01953772601
551	0.01949240385
552	0.01943486503
553	0.01938885285
554	0.01936183991
555	0.01932221969
556	0.01927059157
557	0.01923285475
558	0.01918610156
559	0.01915520478
560	0.01909648596
561	0.01904717636
562	0.01899967828
563	0.01895397231
564	0.01889581816
565	0.01884643224
566	0.01880570102
567	0.01875728946
568	0.01872039726
569	0.01868686211
570	0.01864629895
571	0.0185974976
572	0.01856153856
573	0.01852199107
574	0.01846659647
575	0.01842117979
576	0.01838063143
577	0.01835554351
578	0.01832814409
579	0.01828859968
580	0.01825268953
581	0.01821766633
582	0.01818639566
583	0.01813616551
584	0.01809967542
585	0.01806911708
586	0.01801822225
587	0.01798070885
588	0.01794052763
589	0.01790483477
590	0.01787098288
591	0.01782628364
592	0.01777228081
593	0.01773596948
594	0.017707287
595	0.01764832632
596	0.01760646602
597	0.01756333708
598	0.01753670059
599	0.01750060438
600	0.01746096867
601	0.01742579004
602	0.01739626297
603	0.01735003185
604	0.01731763696
605	0.01728341603
606	0.01724307345
607	0.01722380806
608	0.01719513232
609	0.01717742622
610	0.01713456804
611	0.01709488044
612	0.01706474059
613	0.01703202189
614	0.01700219947
615	0.01697643111
616	0.01695335351
617	0.01692572511
618	0.01689590559
619	0.01686266665
620	0.01683253221
621	0.0167955912
622	0.01675831632
623	0.01672527642
624	0.01668950327
625	0.01665015536
626	0.01662569287
627	0.01659177238
628	0.01655857921
629	0.01652840054
630	0.01650212888
631	0.01647157318
632	0.01644562771
633	0.01640729784
634	0.01637324029
635	0.01634060817
636	0.0163172534
637	0.01628647892
638	0.01625405621
639	0.01621771155
640	0.01618103246
641	0.01614619454
642	0.01611748165
643	0.01608006037
644	0.01605232286
645	0.01602191317
646	0.01598985143
647	0.01595561558
648	0.01592312037
649	0.01590785224
650	0.01587208733
651	0.01584943652
652	0.0158104975
653	0.01578133334
654	0.01575087796
655	0.01573459854
656	0.01569715585
657	0.01567742614
658	0.01563505254
659	0.01560171975
660	0.01556993176
661	0.0155476869
662	0.01551468801
663	0.01548579995
664	0.01545521391
665	0.01542931056
666	0.01539726556
667	0.01536599243
668	0.0153354959
669	0.0153029112
670	0.01527429522
671	0.0152564629
672	0.01522972088
673	0.01518887626
674	0.01516137321
675	0.01513701823
676	0.0151086082
677	0.01508206116
678	0.01505719041
679	0.01502376516
680	0.01499659247
681	0.01496673424
682	0.01493646375
683	0.01490821172
684	0.01487884694
685	0.01486244949
686	0.01483815958
687	0.01480738266
688	0.01477774545
689	0.01476132819
690	0.01472819236
691	0.01468742875
692	0.01466476323
693	0.01462976631
694	0.01458701402
695	0.014566285
696	0.01454948273
697	0.01452312874
698	0.01449061957
699	0.01446063317
700	0.01443635259
701	0.01441441478
702	0.01438619731
703	0.01436074738
704	0.01434223657
705	0.01432292612
706	0.0142968864
707	0.01426959187
708	0.01424285138
709	0.0142192898
710	0.01419838728
711	0.01417672976
712	0.01414312779
713	0.01412240605
714	0.01410136431
715	0.01408011142
716	0.01405652127
717	0.01403260086
718	0.01400988585
719	0.0139807145
720	0.01396276389
721	0.01394317985
722	0.01392303341
723	0.01389719876
724	0.01387591501
725	0.01385663642
726	0.01383200681
727	0.013812462
728	0.01378828047
729	0.01376920745
730	0.01374667519
731	0.0137235471
732	0.01369466681
733	0.01367662136
734	0.0136531781
735	0.0136301315
736	0.01360736676
737	0.01358137367
738	0.01356651975
739	0.01353847592
740	0.01351540453
741	0.01350054878
742	0.0134797035
743	0.01345673457
744	0.01343237483
745	0.01341298484
746	0.01338734903
747	0.01336959059
748	0.01334557079
749	0.01332600316
750	0.01330608934
751	0.01328460725
752	0.01325654418
753	0.01323504209
754	0.01321544313
755	0.01319885816
756	0.0131817511
757	0.01315420191
758	0.013129892
759	0.01309717026
760	0.01308225995
761	0.01306233234
762	0.01304452951
763	0.01302695935
764	0.01300220042
765	0.01298078635
766	0.01296133218
767	0.01293135107
768	0.01291201547
769	0.01289012994
770	0.01287625907
771	0.0128548333
772	0.01283579724
773	0.01281855553
774	0.01280290137
775	0.01278184724
776	0.01275675696
777	0.01273102452
778	0.01271069855
779	0.01269618764
780	0.01267858775
781	0.01265955475
782	0.01263917754
783	0.01262013802
784	0.01259721328
785	0.01257965728
786	0.01256027553
787	0.0125425287
788	0.01252350692
789	0.01250146328
790	0.01247370667
791	0.01246061165
792	0.0124488616
793	0.01243211069
794	0.01241173917
795	0.01239200621
796	0.01237128902
797	0.01235524305
798	0.01234017395
799	0.01232171817
800	0.01230391507
801	0.01228668646
802	0.012266595
803	0.01224384454
804	0.01222220766
805	0.01221084644
806	0.01219798698
807	0.01217618279
808	0.01216284045
809	0.01214642127
810	0.01212401005
811	0.01210121998
812	0.01208513648
813	0.01206546615
814	0.01204915978
815	0.01202913231
816	0.01201812113
817	0.01200059922
818	0.01198302708
819	0.01196696816
820	0.01195284029
821	0.01193388494
822	0.01191374834
823	0.01188793462
824	0.01187180095
825	0.01185435682
826	0.01183286457
827	0.01181251997
828	0.01177977512
829	0.01176554461
830	0.01174907706
831	0.01173178122
832	0.01171147453
833	0.01169296567
834	0.0116778766
835	0.01166193185
836	0.01164165503
837	0.01161830243
838	0.01160030172
839	0.01158615075
840	0.01157490109
841	0.0115563868
842	0.01153790107
843	0.01151787883
844	0.01150483995
845	0.01149153963
846	0.01147900375
847	0.01146436863
848	0.01144740419
849	0.01143835493
850	0.01142286831
851	0.01140956408
852	0.01139238803
853	0.01136928334
854	0.01134724327
855	0.01133004586
856	0.01131816478
857	0.01129605582
858	0.01127772562
859	0.01126240574
860	0.01124748044
861	0.01122793354
862	0.01121532254
863	0.01120315901
864	0.01118353144
865	0.0111547017
866	0.01113824311
867	0.01111552874
868	0.01110605928
869	0.01108864292
870	0.01107128515
871	0.0110534536
872	0.01103499814
873	0.01102078646
874	0.01100855111
875	0.01099408609
876	0.010981792
877	0.01097219687
878	0.01095611761
879	0.01094099148
880	0.01092034233
881	0.01090382158
882	0.01089436331
883	0.01088251126
884	0.01086319916
885	0.01085159093
886	0.0108356753
887	0.01081666952
888	0.01080330013
889	0.01078794983
890	0.01077679134
891	0.01076357192
892	0.01074736133
893	0.01072957943
894	0.01071549496
895	0.01069896556
896	0.01067963683
897	0.01066719212
898	0.01065288575
899	0.0106370769
900	0.01062207925
901	0.01060692709
902	0.01059527429
903	0.01058352718
904	0.01056919647
905	0.01055986043
906	0.01054830498
907	0.010538039
908	0.01052386034
909	0.01051302674
910	0.01049341947
911	0.01047857782
912	0.01046332109
913	0.01044837349
914	0.01043535155
915	0.01042317023
916	0.01041273308
917	0.01040044488
918	0.01038849356
919	0.01037678799
920	0.01036150877
921	0.01035006644
922	0.01034048195
923	0.01032571878
924	0.01030771881
925	0.01029287063
926	0.0102808643
927	0.01027199054
928	0.01025944485
929	0.01024635574
930	0.0102288019
931	0.01021758746
932	0.01020333625
933	0.01018933173
934	0.01017456668
935	0.01016199835
936	0.01015111201
937	0.01013622429
938	0.01012350369
939	0.01011698679
940	0.01010298073
941	0.01009182745
942	0.01008295295
943	0.01007341182
944	0.01006409738
945	0.01005182027
946	0.0100424829
947	0.01002940299
948	0.01001692247
949	0.01000500512
950	0.009991456093
951	0.00998003504
952	0.009966918874
953	0.009955726616
954	0.009943784421
955	0.00993557585
956	0.009926082907
957	0.009915105347
958	0.009902785107
959	0.009890002312
960	0.009876999184
961	0.009865935848
962	0.009854257504
963	0.009842158677
964	0.009830162584
965	0.009818572542
966	0.00980480351
967	0.009795709187
968	0.009781812784
969	0.009770320879
970	0.009758223614
971	0.009748033122
972	0.009736233194
973	0.009724905885
974	0.009711271992
975	0.009699751553
976	0.009686838643
977	0.009674395146
978	0.009658236111
979	0.009645719141
980	0.00963311265
981	0.009621182937
982	0.009606996297
983	0.009597176861
984	0.009587030553
985	0.009577041439
986	0.009563405749
987	0.009554042486
988	0.009540181391
989	0.009527543244
990	0.009511796561
991	0.009500062163
992	0.00948873358
993	0.009476160396
994	0.009466356556
995	0.009455049022
996	0.009444658256
997	0.009432764964
998	0.009423098064
999	0.009409347061
